id,vendeur,client,age_client,produit,categorie,quantite,prix_paye
4251,AIT-AISSA Salim,VFEYZ BGAUB,25,P64,C65,250,5838047.201996535
4252,AIT-AISSA Salim,KRNSK LNYWR,33,P83,C84,136,1963304.2511591625
4253,LAIHEM Said,RRNGFFY PKCKA,56,P72,C73,238,1058392.6017329101
4254,AIT-AISSA Salim,MTEVK TOJXHIDXI,55,P78,C79,99,2094112.1839011544
4255,AIT-AISSA Salim,LDAKL AWRQLAQKM,39,P74,C75,159,6232811.0878375545
4256,AGOUILAL riadh,EVDYZZP SBIWFH,58,P74,C75,286,7240942.4104222525
4257,MOHAMMEDI Asma,GTANWWJT HQLESTWDT,61,P7,C8,4,1622406.697171879
4258,TOUATI Abderahmane,HMNUY HMFLENXQ,64,P24,C25,264,7625159.635607139
4259,LAIHEM Said,QMPZMZ ITEQFJY,50,P84,C85,237,2999976.450399698
4260,LAIHEM Said,OBTHB LERCW,52,P56,C57,279,2206631.380543356
4261,AGOUILAL riadh,YVCTS ZOLVBEH,64,P65,C66,266,8442748.913442329
4262,MOHAMMEDI Asma,XTRPY CUIPUJW,61,P55,C56,306,5582880.132921232
4263,AGOUILAL riadh,CAEAMDE HSWACRXON,30,P10,C11,113,5606118.704578376
4264,ALLAM Lamine,YALPNE AFUVRYXG,43,P26,C27,400,7676844.8453754345
4265,AGOUILAL riadh,NQIUM BKFEWWR,35,P86,C87,125,7710141.37893283
4266,BOUDJELOUAH Issam,SKLWIG RHBAJA,60,P2,C3,159,5250996.195218447
4267,ALLAM Lamine,RDQNCCM HHCCMJKRW,60,P68,C69,352,7572884.837221718
4268,BADREDDINE Manel,FKNWZJM SGTREXP,54,P40,C41,347,8029738.887740465
4269,BOUDJELOUAH Issam,GIAVMUHQ ASHESS,32,P87,C88,14,2121080.748362847
4270,TAIR Karim,OXICBPR GNZQMAQW,59,P36,C37,206,3516807.6872989796
4271,AGOUILAL riadh,ZFGWAQU HHPKKUBQ,35,P39,C40,29,5173685.942356254
4272,TAIR Karim,WCHBINCW GRBHM,22,P80,C81,276,4364163.01942375
4273,AGOUILAL riadh,EMAIGINP UNFQMUEWD,53,P77,C78,48,8798424.83266899
4274,MOHAMMEDI Asma,SMCUJJLM XJTDXTWYQ,49,P16,C17,53,1445737.1995426656
4275,AIT-AISSA Salim,LTDFIIYG UAQTT,32,P52,C53,381,493845.76478443015
4276,TAIR Karim,TXWQY HCOCQDYS,20,P3,C4,370,6981607.949483037
4277,BADREDDINE Manel,MUWGX OYTEFDOS,37,P75,C76,208,5985791.683950019
4278,BADREDDINE Manel,FVWRJTM LWIGV,41,P75,C76,279,6639342.458559452
4279,ALLAM Lamine,CZKPVIJ AYQIMDB,30,P9,C10,369,8304442.824444879
4280,TAIR Karim,MNRBGTFXD LSXGJYTKX,45,P74,C75,256,6235493.803597296
4281,MOHAMMEDI Asma,RJBZHZ LHVYQZA,52,P36,C37,195,7694015.42839686
4282,TOUATI Abderahmane,OUITOU SJQYBUND,43,P69,C70,154,8035729.901389301
4283,BADREDDINE Manel,KYAJBW OOGYF,36,P48,C49,271,1080855.7851411388
4284,BADREDDINE Manel,FHDIA GWPJMGXB,44,P52,C53,198,4834921.663600665
4285,TAIR Karim,JXTEAEFGA ANXHVG,53,P14,C15,325,3063590.625054495
4286,BOUDJELOUAH Issam,YSGCC TPELPQPH,22,P73,C74,396,4792101.214021317
4287,LAIHEM Said,TQAQBO RNFEDY,22,P20,C21,199,1546818.823420691
4288,MOHAMMEDI Asma,NWOMD LUHCVQKNO,59,P44,C45,339,6893917.849340692
4289,AGOUILAL riadh,RHCJY LVYOGNLB,56,P89,C90,334,4726676.123257119
4290,AGOUILAL riadh,TADMIBU MQFLMZS,33,P77,C78,271,9808346.715782823
4291,AIT-AISSA Salim,ZISFCIW TTZED,45,P8,C9,178,646733.911225663
4292,MOHAMMEDI Asma,WMDQDD CTPDUL,49,P71,C72,187,2785470.6001934907
4293,BADREDDINE Manel,THNXN EDVLVPAY,49,P64,C65,141,1817575.5145072476
4294,AIT-AISSA Salim,FMMZC FYBPE,25,P70,C71,276,9723.513523755797
4295,ALLAM Lamine,AALMG UMHITTH,45,P31,C32,83,3898754.3662628033
4296,AIT-AISSA Salim,HFVYQA CSIURO,29,P76,C77,265,7907757.915362807
4297,AIT-AISSA Salim,QZAEUY RZUYCLLQ,20,P5,C6,280,5069285.7215817915
4298,TOUATI Abderahmane,ISITDZ CSNOAXWXT,41,P46,C47,223,6215790.963336525
4299,BOUDJELOUAH Issam,SCERNLUT SVVQPYU,26,P32,C33,40,2219916.1733053704
4300,LAIHEM Said,KRGSW CMAQSU,42,P23,C24,365,4216999.661233945
4301,AIT-AISSA Salim,EOLDG PKDHO,34,P84,C85,144,45898.16408534626
4302,TAIR Karim,KUTMXSTOQ RANKE,63,P87,C88,296,3241906.4093896705
4303,ALLAM Lamine,LNQWEPZ XQMYEFUC,53,P89,C90,160,5684544.874625408
4304,AGOUILAL riadh,XXLAGTS LRYYAYNLT,23,P89,C90,125,1089218.4042587387
4305,TAIR Karim,ZKVMYBBAT PSVUZOCMJ,26,P86,C87,64,3056241.9785129274
4306,ALLAM Lamine,BQBHT OUTXSUPJX,32,P33,C34,353,358494.4581192693
4307,BOUDJELOUAH Issam,BHBSDUA YFTZTALDG,47,P59,C60,175,773288.267711008
4308,TAIR Karim,OEVLXMMRB QIQWUJ,36,P18,C19,92,3415768.5164399752
4309,BADREDDINE Manel,JKHZO ULLIMMMMP,31,P59,C60,94,6786410.146095209
4310,ALLAM Lamine,HOQWP QDAFH,20,P83,C84,56,4877513.5945068905
4311,BADREDDINE Manel,ETAETU YJMOC,55,P14,C15,72,1208715.4897351875
4312,MOHAMMEDI Asma,ABWCJIPM XPRPNYGTC,48,P80,C81,190,2500526.2218143605
4313,MOHAMMEDI Asma,WMPORH NEETTZKR,41,P13,C14,17,7825739.862536749
4314,AIT-AISSA Salim,AUCDOVMM QZCMIVCX,27,P79,C80,86,3725235.675243274
4315,ALLAM Lamine,BERBVCBG OMCKSLB,56,P12,C13,42,2904599.8741487586
4316,BADREDDINE Manel,NKVPU PNGGURLJ,37,P9,C10,344,9641340.437461434
4317,AGOUILAL riadh,JTQDR VQMBR,44,P40,C41,252,7170049.571587558
4318,TOUATI Abderahmane,BPSWFYKXX NZQAPH,62,P27,C28,276,7146629.381460074
4319,AGOUILAL riadh,EEISJT HJBCY,40,P5,C6,132,6983968.244417249
4320,BOUDJELOUAH Issam,QMBPHKZ TEIRIP,45,P88,C89,220,5473465.620543712
4321,MOHAMMEDI Asma,AFROZYUUX AWOAJ,62,P11,C12,22,6824875.188186128
4322,LAIHEM Said,DKMLQTD HFVKXZXA,32,P39,C40,68,9493172.81023994
4323,TAIR Karim,MPHHVIQGH QTOUFS,59,P79,C80,314,1340530.228365027
4324,BADREDDINE Manel,BNOTI IZKMFJSTH,63,P30,C31,287,1484348.1765016955
4325,TAIR Karim,MVFEBSGN NJUFR,38,P51,C52,256,1500128.623677638
4326,TAIR Karim,HCGJKWISC AKVHRA,36,P61,C62,248,9299511.12766205
4327,BOUDJELOUAH Issam,XORJRLKNB DSRFD,55,P53,C54,348,3736495.4070021664
4328,TOUATI Abderahmane,TLYKY CKKZQCRCE,63,P26,C27,337,7884.456987428964
4329,BOUDJELOUAH Issam,SJMSXPBAG VXPBE,24,P56,C57,399,2381536.4557703496
4330,AIT-AISSA Salim,DXHJOIDAA RBLVKCHX,40,P1,C2,59,890422.605910354
4331,AGOUILAL riadh,ZFPAMGOA SEFPGKPD,40,P74,C75,292,6998965.242607645
4332,TAIR Karim,RPHCJYS PCSBLXREQ,56,P36,C37,161,2888442.9765426274
4333,LAIHEM Said,SVFPKDWK QXCEF,61,P34,C35,169,441510.56510992406
4334,BADREDDINE Manel,PWBMGZ HCQWZD,39,P34,C35,195,7525794.979645245
4335,LAIHEM Said,LPKZHZ MEMOJWFVL,29,P25,C26,90,8790211.99580589
4336,BADREDDINE Manel,KRJJRR VZARBEGFV,47,P35,C36,56,5813446.642693321
4337,MOHAMMEDI Asma,HDWYNYKTQ YUPLWWHN,42,P87,C88,167,6486411.263126923
4338,ALLAM Lamine,OXGGQYPR UEYFL,38,P40,C41,192,7771224.905345992
4339,MOHAMMEDI Asma,OBARHKVXE ALLYKDBNX,40,P52,C53,103,460702.3928844312
4340,AIT-AISSA Salim,RNDZBK NIIYEDYR,57,P10,C11,237,869735.6146268069
4341,AIT-AISSA Salim,JGJVKHTT YUFCUQXX,38,P41,C42,73,5530239.020035376
4342,TOUATI Abderahmane,HHFQHKF EQBTIZNL,25,P87,C88,54,9963921.997450948
4343,TOUATI Abderahmane,MNRMTMF NMNNANER,61,P84,C85,126,3584558.0018320987
4344,AIT-AISSA Salim,YIDGMBSUK QFTIIGEK,51,P46,C47,188,1101948.4028990585
4345,AIT-AISSA Salim,KBESKCM WOHUU,22,P24,C25,370,8322147.028460975
4346,LAIHEM Said,VMAGNAD BTGMLK,43,P75,C76,247,8841434.679908179
4347,TOUATI Abderahmane,GQZHFBR WQNEUQ,41,P38,C39,32,3233275.7333909543
4348,AGOUILAL riadh,LUZASKL GWVIJ,46,P55,C56,110,7183844.309570901
4349,BOUDJELOUAH Issam,YTMNM KCJFMTG,23,P65,C66,19,7341801.334082025
4350,AGOUILAL riadh,IZMAT WRHRFVWSR,43,P54,C55,61,7991878.664480281
4351,AIT-AISSA Salim,GOTFBK AEGSHRIZR,46,P59,C60,302,9549899.898207461
4352,BOUDJELOUAH Issam,NBXBOC PNFBVR,30,P18,C19,221,9514389.276911855
4353,BADREDDINE Manel,MOZCTQPM JUTJQBWX,53,P38,C39,344,2042060.980478484
4354,BADREDDINE Manel,FPIXRTM MIIFESE,22,P47,C48,315,8161280.415600251
4355,AIT-AISSA Salim,QYJWASV SBZVEK,50,P68,C69,192,4506615.578767408
4356,BADREDDINE Manel,CUFYV ETGAX,57,P0,C1,180,9820745.959802363
4357,BOUDJELOUAH Issam,OAVHRSSK CLGBBAL,46,P55,C56,295,8603802.626186283
4358,AGOUILAL riadh,UTNQLSDUC IADEVRMD,43,P27,C28,343,5018659.791515764
4359,AGOUILAL riadh,CQUWVJXA WIMQYUBCF,29,P63,C64,93,4631189.761303596
4360,BADREDDINE Manel,FNJGFL KLLYLVJ,50,P9,C10,162,8871511.219567597
4361,LAIHEM Said,QZWNADO TRCPIGBC,39,P44,C45,42,4872610.471314726
4362,AIT-AISSA Salim,FRYWNIKCS GINDZVQ,34,P1,C2,317,8239201.858691926
4363,MOHAMMEDI Asma,DVSQOPM PEIAN,34,P9,C10,126,2959755.769911677
4364,MOHAMMEDI Asma,ASUKWXA EKEALRAKJ,35,P79,C80,174,5354822.389841493
4365,MOHAMMEDI Asma,HFOAZFUZ VXBFQSNUH,37,P21,C22,48,9296553.032453677
4366,TOUATI Abderahmane,YRZLN ZGCESARV,63,P77,C78,145,6234788.972524378
4367,AGOUILAL riadh,NGHEYDXA UICRE,36,P31,C32,72,8584203.098235685
4368,AIT-AISSA Salim,SSLOY QDBZWZ,31,P68,C69,320,6995390.194901928
4369,LAIHEM Said,WCTQEAN HTAUVI,39,P82,C83,278,4586019.222848427
4370,MOHAMMEDI Asma,SGXNMHMSR XPWDPMIM,45,P7,C8,376,4067507.951247325
4371,BADREDDINE Manel,WYQNTNHFN KFKKCLZ,46,P42,C43,209,8121037.694411592
4372,MOHAMMEDI Asma,KKDPGGB JBHAYQOSP,47,P22,C23,276,8805986.645225046
4373,MOHAMMEDI Asma,XXQCJZM LGVFBW,28,P82,C83,281,9496394.3380401
4374,TOUATI Abderahmane,HZEACUT FTHIABQBI,60,P70,C71,23,5777683.310956243
4375,MOHAMMEDI Asma,WXNNH CAOUU,59,P24,C25,42,5366931.094445362
4376,BOUDJELOUAH Issam,DDEBL CCNSKRGJJ,52,P68,C69,307,723025.2083763776
4377,BADREDDINE Manel,XLTKZUETJ IJCPSTYS,29,P37,C38,265,9241214.321848964
4378,BOUDJELOUAH Issam,VFXHU RHJJVFDP,39,P47,C48,298,2661.5840174150644
4379,TAIR Karim,NBURROK NDARGCSYJ,44,P72,C73,224,2857644.10621597
4380,AGOUILAL riadh,WBMFKTO PMLIQ,46,P62,C63,65,1842397.2837911814
4381,AGOUILAL riadh,IYYPDRDA FLIXMTW,32,P82,C83,58,1762083.0014386226
4382,BOUDJELOUAH Issam,MEGEBEA YPYBKHHVE,38,P55,C56,230,9576620.99524749
4383,AIT-AISSA Salim,UYHWMJ WYUNESIJU,27,P61,C62,35,9496169.417196298
4384,ALLAM Lamine,CGZVXMCUE MPIKCPZSF,26,P65,C66,351,9506891.183194425
4385,BADREDDINE Manel,MQZPJ UBUXBPZEF,65,P41,C42,111,2020402.4164259844
4386,MOHAMMEDI Asma,QRBKJX JPVOH,45,P71,C72,278,6987902.290436197
4387,MOHAMMEDI Asma,NJEVXO JFASRA,34,P73,C74,267,1543923.9971997302
4388,BADREDDINE Manel,VVCJKKL CDWYXAXN,61,P70,C71,143,5618387.438738283
4389,BADREDDINE Manel,WJDHICCL YDRBQN,56,P69,C70,150,3799623.026415021
4390,ALLAM Lamine,GGPIFEE FYLAKOM,25,P22,C23,286,3660433.7403136315
4391,TOUATI Abderahmane,TEBMFQBG RNABHKQ,41,P88,C89,253,1427927.6627037686
4392,TOUATI Abderahmane,CHDLGGV ZVQAEW,41,P22,C23,240,1887658.5774665475
4393,TAIR Karim,QKWGJCBMP ZHTHAOHF,31,P2,C3,197,334014.46008361445
4394,TOUATI Abderahmane,OYAYMA YMZYFSAPS,42,P42,C43,95,6114209.508571838
4395,TOUATI Abderahmane,GTMLF CPBXTRY,53,P53,C54,165,1356207.6796316921
4396,ALLAM Lamine,QVLDECOLF DFLTNR,39,P30,C31,394,2814614.542592633
4397,AIT-AISSA Salim,QBIYU XLGTCDBQN,42,P16,C17,232,5837462.095036515
4398,BADREDDINE Manel,FUGQB JEIMJM,65,P12,C13,74,5758725.652453032
4399,BADREDDINE Manel,CCTOXOX FYOAIOFR,35,P59,C60,372,5886834.833250309
4400,LAIHEM Said,ZRSVN FEBJEW,26,P52,C53,285,8062354.67598344
4401,AGOUILAL riadh,EAKMI QKSNOWXKK,30,P21,C22,253,4717569.261374898
4402,TAIR Karim,TBUBE WVJAMPKG,59,P48,C49,247,6696677.156698592
4403,TAIR Karim,XROSKM ATSLDJ,24,P37,C38,170,7108196.385302051
4404,AGOUILAL riadh,QQSSP CAWYJPSW,38,P57,C58,160,5395263.542997555
4405,AGOUILAL riadh,UXZZHY ZUIDMKZH,40,P31,C32,206,1945575.1360044633
4406,ALLAM Lamine,KAAGDUVVZ IFZNL,53,P81,C82,374,3060169.324685376
4407,TOUATI Abderahmane,RMLID VRNDKT,49,P72,C73,246,9389971.234840572
4408,LAIHEM Said,OYGLEELSA MGHUIHUSE,26,P78,C79,344,5520006.781186514
4409,TOUATI Abderahmane,AVYSXD SQBID,56,P10,C11,237,8133464.216063759
4410,LAIHEM Said,XGWNZOWIR TKGIKH,53,P83,C84,358,7665363.607654968
4411,MOHAMMEDI Asma,QPNTIFVA WKRDIQJDN,24,P4,C5,245,4344413.510737718
4412,BADREDDINE Manel,GGVWCXEPE RYHVJ,51,P6,C7,87,1765624.178456775
4413,AIT-AISSA Salim,AXEQPNW OWJHCBOYE,51,P51,C52,31,4280257.291954753
4414,BOUDJELOUAH Issam,YDFPLRW UZGPGNBA,65,P40,C41,319,314597.079693494
4415,AGOUILAL riadh,TSCNQH FNTYN,41,P53,C54,261,6983786.153687098
4416,AGOUILAL riadh,ACTMVBP MVOUZ,30,P2,C3,90,1178320.1007219343
4417,MOHAMMEDI Asma,BVBOIXDH WRKSIGPKE,29,P25,C26,49,829354.5626244702
4418,AGOUILAL riadh,GFAKNR TROWSMN,26,P72,C73,213,5493218.865780442
4419,AIT-AISSA Salim,TKIFKVT CDRIKBQXK,58,P90,C91,311,9460845.335032
4420,AGOUILAL riadh,ISYNSQYKH TMQEFQWR,54,P17,C18,371,8067448.0745415175
4421,AIT-AISSA Salim,XJYXAR GLHOAXLX,51,P42,C43,228,2637309.019210196
4422,TOUATI Abderahmane,JPREDBP PYXLI,25,P78,C79,323,2353894.549221023
4423,BOUDJELOUAH Issam,HCHSX QOITDQGR,22,P31,C32,338,9617843.352371225
4424,MOHAMMEDI Asma,HDIQXDS FSXMKYKW,55,P40,C41,335,902792.7120716484
4425,LAIHEM Said,RVDPM UHORVGZPM,42,P6,C7,335,2305619.0627827384
4426,TAIR Karim,JXYLZ TDILQOWXL,54,P77,C78,162,1520196.7710917294
4427,BADREDDINE Manel,LJFGCUJZI IFPUCHN,58,P27,C28,280,4754138.487085033
4428,AGOUILAL riadh,EECCV DLEKN,38,P12,C13,201,7014359.058148229
4429,TOUATI Abderahmane,LKQNUZJO DITOCISH,22,P25,C26,133,5247985.687372483
4430,ALLAM Lamine,MRYQLCCP BTNUQSG,55,P43,C44,216,8600115.404599573
4431,BOUDJELOUAH Issam,BDLNX PMAOMEGK,32,P88,C89,5,1358996.9624715287
4432,TAIR Karim,DQVALM SWFKHHJL,51,P48,C49,217,8555530.574956637
4433,AGOUILAL riadh,PDJDPXPIU LYKMSAMQ,50,P28,C29,384,4679888.7584987115
4434,LAIHEM Said,GZHFIBN DVDEHVGVC,31,P29,C30,91,1571475.6926653176
4435,LAIHEM Said,UXRCPSTB KXNBCXP,45,P45,C46,205,216519.81217822494
4436,BADREDDINE Manel,KPSXRWYS TNYHKTBCB,43,P10,C11,245,8616299.838372415
4437,LAIHEM Said,KXKELAVON GISRRMA,25,P3,C4,13,8807114.907741643
4438,LAIHEM Said,WVIXOC VZMZCL,58,P9,C10,147,4126068.3785012504
4439,BOUDJELOUAH Issam,ZENFPI ODNOSVUL,39,P22,C23,42,3882352.8842979167
4440,ALLAM Lamine,WHIOFSTGJ TOVFG,22,P78,C79,243,1719110.0538787942
4441,LAIHEM Said,PSXOM ZSQGAUJDA,38,P70,C71,364,7312795.184974399
4442,BOUDJELOUAH Issam,JYJGZDMC RIULZ,55,P27,C28,34,381503.479779974
4443,TAIR Karim,DYZDVEM LMVNWGOE,43,P79,C80,323,265811.39150861814
4444,AGOUILAL riadh,ZZEIPNG RXCEA,48,P62,C63,137,5017265.797489215
4445,BOUDJELOUAH Issam,TAHIONG LDWRDMZNC,56,P58,C59,309,8079922.533328388
4446,AIT-AISSA Salim,NSLTVQDKT QJQQTLL,43,P89,C90,396,180759.90882913282
4447,LAIHEM Said,PIXNABE HMLEW,23,P80,C81,317,238887.3863110006
4448,AGOUILAL riadh,MNJESKWB OFTLZ,39,P32,C33,164,6269969.421581691
4449,AGOUILAL riadh,QOAAD IQZCT,20,P75,C76,158,6946433.767360361
4450,BOUDJELOUAH Issam,ZNOLBV ZLXTLD,49,P48,C49,272,7395984.280373356
4451,MOHAMMEDI Asma,YNPMXP NNDGEEL,47,P58,C59,174,9608012.523793843
4452,MOHAMMEDI Asma,LRIWYIJR NOIBUJ,37,P41,C42,11,4018366.506991234
4453,LAIHEM Said,PGQOY EFYNSWZ,26,P81,C82,132,4660481.39027194
4454,MOHAMMEDI Asma,WDJRBFTJI YMAJWGB,29,P11,C12,28,2743546.0497873337
4455,TAIR Karim,FZQBWQ OQLNGTWQ,63,P19,C20,202,6677824.103336014
4456,BADREDDINE Manel,CCBHLCZQD GHSJGAOV,51,P90,C91,52,9054811.910068149
4457,ALLAM Lamine,XEYXZWMIO MPQPP,43,P63,C64,89,6386628.8039846625
4458,ALLAM Lamine,GPWUR TJTYJU,32,P66,C67,119,2740341.937665701
4459,AGOUILAL riadh,PUZJHWN JNANMPP,60,P16,C17,398,9214142.494079387
4460,BADREDDINE Manel,MIXEWZOC SGSJJJXFH,35,P41,C42,252,1862663.8100325156
4461,ALLAM Lamine,LOGYN KMWBCBP,38,P71,C72,117,1849501.1037443709
4462,AIT-AISSA Salim,KMVTFYLBS XOLZF,59,P62,C63,204,8498340.452156687
4463,ALLAM Lamine,LNOQIHZN DQYWN,25,P63,C64,27,3767865.2223382653
4464,TOUATI Abderahmane,OCHSSCM ABHMZCMC,35,P20,C21,324,7271058.168118603
4465,MOHAMMEDI Asma,CYLVSTZ BEMBBLC,35,P53,C54,20,7623809.869596529
4466,AIT-AISSA Salim,QHCUOL CVWEV,32,P71,C72,215,2718511.7949070376
4467,AGOUILAL riadh,JFAKH HBKOWDTT,29,P86,C87,92,2039544.6029739792
4468,ALLAM Lamine,SYNCT NTXHYL,34,P23,C24,24,4851549.466198325
4469,LAIHEM Said,AZGYW KKBSNHUYH,46,P76,C77,61,333095.6211184256
4470,ALLAM Lamine,HCVZL XALSD,56,P38,C39,342,5890972.836982948
4471,AIT-AISSA Salim,XOCTRJB LSFCHDGMV,50,P28,C29,257,7293366.93668322
4472,MOHAMMEDI Asma,GEOXRRLE YLXEPSZUS,59,P6,C7,283,3600931.8738162555
4473,BADREDDINE Manel,RHIDZ WOYKDWQ,62,P15,C16,194,4942871.318893813
4474,ALLAM Lamine,PBUMXCIK XZCLSVXP,60,P38,C39,387,5832798.602459705
4475,AGOUILAL riadh,TSERJCJQ RAJIXL,60,P19,C20,256,9733084.843662482
4476,TAIR Karim,JRXVXBRGL TMUAJSVXZ,57,P72,C73,127,5912611.332672959
4477,AIT-AISSA Salim,IRYUKDK SVBLNUX,48,P72,C73,94,7297726.7808048325
4478,LAIHEM Said,LPDAVDXO IYBJP,25,P68,C69,17,7961933.026031779
4479,LAIHEM Said,WWTZDLH EJVRFT,35,P25,C26,115,3136274.9713035254
4480,TOUATI Abderahmane,XGQIJZSJ AINDT,60,P33,C34,3,9394047.466685832
4481,BADREDDINE Manel,AOUGFYV SQKVCVNGU,36,P2,C3,185,5450153.241965062
4482,TAIR Karim,SWZVPKUAE BDUYBBR,40,P2,C3,63,7407920.138382537
4483,TOUATI Abderahmane,MCVIAB NKSLKAWM,35,P45,C46,337,7293724.4585690005
4484,TOUATI Abderahmane,UKCUFBMI TXNNCXU,62,P18,C19,28,8472037.516634485
4485,TAIR Karim,FQNQH XWWPSMQ,60,P11,C12,146,4899844.634514696
4486,AGOUILAL riadh,ZBWOE DTVQPANZ,63,P84,C85,265,5662238.290014078
4487,ALLAM Lamine,AQXYUEKCE IYUCPVJ,29,P46,C47,334,3768400.6934547517
4488,LAIHEM Said,HNOMEGVO XKEEO,33,P39,C40,167,50435.20063900778
4489,MOHAMMEDI Asma,HDSRASFM JDBPU,31,P44,C45,208,932339.5715087091
4490,BADREDDINE Manel,YORFHEFX MUBEQY,34,P58,C59,264,5945955.985304415
4491,LAIHEM Said,KILMRXVMR SQIHYAO,62,P7,C8,112,2183093.880256025
4492,TAIR Karim,RAHOVUVU ORNIX,30,P8,C9,266,57972.761734960535
4493,BADREDDINE Manel,LHUDST ZDLGF,51,P76,C77,186,9890428.027680624
4494,TAIR Karim,GSKUF WMFDOB,56,P55,C56,98,3220166.16050582
4495,AGOUILAL riadh,ISOPGO ICHZMBLQ,38,P31,C32,58,2000535.491777707
4496,TAIR Karim,EZITTJZ CIOUKL,57,P22,C23,319,776445.584703707
4497,AIT-AISSA Salim,DVSATJB QRPNYU,44,P48,C49,299,432045.0217758303
4498,LAIHEM Said,CSPLBWY SXGOYEIVK,40,P18,C19,168,475479.4988435646
4499,AGOUILAL riadh,VATDSUD BPZLXQUAC,48,P53,C54,130,3328583.796440136
4500,MOHAMMEDI Asma,EJMQCUKT UNWPQQF,39,P57,C58,331,6437588.638432809
4501,BOUDJELOUAH Issam,NNPNZLFPQ VGMLO,62,P56,C57,46,476000.58618100546
4502,ALLAM Lamine,JALWK WATUYUPC,37,P7,C8,63,3888709.682358065
4503,TOUATI Abderahmane,NBDGERWUY CZGFAKYGL,35,P32,C33,29,3742538.230914418
4504,MOHAMMEDI Asma,DUVBGMBDD TWVKM,52,P78,C79,224,574964.4929564351
4505,TOUATI Abderahmane,CDSLBLL OUFXF,61,P48,C49,288,7174342.176095752
4506,TOUATI Abderahmane,ABDYNHBXC ZMXCUYT,43,P36,C37,380,4036075.8039975525
4507,LAIHEM Said,XYQKSJI HJNQMDX,28,P21,C22,197,3876482.903671834
4508,ALLAM Lamine,WXGCHC KRZKDGB,59,P51,C52,169,1034554.0391638819
4509,TOUATI Abderahmane,HITTH GBBQWXZL,49,P22,C23,63,2030235.46883875
4510,MOHAMMEDI Asma,MYYMU VZBONLUZF,63,P5,C6,131,1015545.0191443256
4511,LAIHEM Said,HEMDV LEVWIVMP,45,P87,C88,191,1039806.8807145598
4512,BADREDDINE Manel,YDETNGHE BXQXNXKGL,29,P80,C81,326,4364524.26832559
4513,LAIHEM Said,WVNNBIF MKCWF,29,P17,C18,381,3329167.8719557365
4514,AGOUILAL riadh,WZOZPWSR ANIXQZWG,46,P34,C35,94,9936688.053402167
4515,TAIR Karim,IVFQSRVC CSHUIECG,63,P34,C35,359,4032921.306249824
4516,AIT-AISSA Salim,GZNIZDUWU ZVOPCRHD,24,P64,C65,237,2397523.7807462234
4517,TAIR Karim,MYMENJBDF MGDJBC,36,P70,C71,129,5764891.100446223
4518,ALLAM Lamine,HOJDOUNNK IASQZSIZ,38,P52,C53,186,5551796.16175724
4519,ALLAM Lamine,QJBUFK BWKWBVEOA,41,P69,C70,266,564683.4437495837
4520,AIT-AISSA Salim,ZMJYSLS YALXH,56,P40,C41,40,6462027.308285546
4521,LAIHEM Said,HFIASJNAC HCQKUNLNO,49,P3,C4,189,2838592.7060376406
4522,BOUDJELOUAH Issam,MUBYCTM QVJIM,36,P23,C24,200,4498725.234499843
4523,ALLAM Lamine,LUETIJH KMKBUFZF,63,P11,C12,145,691812.0736996268
4524,MOHAMMEDI Asma,PSJFMV ZNSVMS,30,P7,C8,69,6666611.470717063
4525,AGOUILAL riadh,LCBHWXTJC TTIUGF,40,P56,C57,335,8410787.811515583
4526,LAIHEM Said,GKYEILVOI PHDFR,52,P18,C19,260,269327.9976799971
4527,MOHAMMEDI Asma,IELCD DMZBHHFMM,28,P75,C76,353,1237634.125593132
4528,AIT-AISSA Salim,LZIOE JRMMFRX,65,P4,C5,43,4035323.3565605227
4529,ALLAM Lamine,ZRWHZZSPN HAHAK,51,P28,C29,313,5746068.83261031
4530,BADREDDINE Manel,GCCYBG ASVQWTRN,54,P33,C34,342,593427.2214837822
4531,BADREDDINE Manel,UQJMW RCLINBV,62,P24,C25,371,2409057.295222402
4532,TOUATI Abderahmane,DDDQH PWOKITVE,44,P55,C56,195,3608893.1813550536
4533,ALLAM Lamine,EYTAYCT EREJQI,34,P60,C61,385,735689.3438450079
4534,ALLAM Lamine,IVWNE HVSZXKEFZ,32,P33,C34,82,2961673.815565653
4535,ALLAM Lamine,NPSHM REWZMT,55,P46,C47,220,9241729.2233111
4536,TOUATI Abderahmane,EXXUU DCVBIMMX,47,P52,C53,259,6528437.719213312
4537,LAIHEM Said,YCBLEQPD EKJYPWZN,36,P28,C29,322,1443312.578064277
4538,AGOUILAL riadh,LCWEVK BSTVOO,34,P76,C77,222,7887893.705221985
4539,AIT-AISSA Salim,PIFET PEGBUT,39,P58,C59,251,4060852.086994394
4540,TAIR Karim,TVGONX CSQDDXPW,64,P90,C91,329,7699146.807725614
4541,AIT-AISSA Salim,YCNSOB WFHCGF,21,P25,C26,395,7060725.773777205
4542,AGOUILAL riadh,XDCRDGZQT EBFWCQMSL,60,P49,C50,49,8740989.674174074
4543,BOUDJELOUAH Issam,KDRVA KZSAQQGL,22,P61,C62,258,6045439.802768116
4544,LAIHEM Said,QVPYU WAMXN,46,P32,C33,387,1691086.4608648187
4545,TAIR Karim,YUOJS PNFBSLLIG,65,P54,C55,10,8659614.908819083
4546,TOUATI Abderahmane,LWWRQWVI WRXSBX,47,P80,C81,210,2337543.017316111
